text,sentiment,aspect,polarity
DB Schenker ist zurück im Iran-Verkehr : https://t.co/5wGox8YVnZ,neutral,Allgemein#Haupt:neutral,0
Heute ist Gündogan Bahn-Vorstand und Watzke/Zorc sind die GDL.,neutral,Allgemein#Haupt:neutral,0
"Hiking Tour Maisenkögerl über Bräumauer Westgrat (Scharnstein/Oberösterreich) Hiking Tour Maisenkögerl über Bräumauer Westgrat (Scharnstein/Oberösterreich) Startpunkt: Bahnhof Mühldorf-Scharnstein; 488m Seehöhe Ziel: Maisenkögerl; 945m Seehöhe Gehzeit: Je nach Ausdauer 3 Stunden (oder länger)bis Gipfel Maisenkögerl; 2h bis Gipfelkreuz Bräumauer Auf die Idee die Wanderung zu machen kam ich am 23.04. als ich direkt gegenüber auf der rechten Seite des Tießenbachtales auf der Burgruine Scharnstein stand. Vom höchsten Punkt der Ruine hat man nämlich einen sehr guten Ausblick auf das Maisenkögerl bzw. auf die Bräumauer, eine Felswand, welche sich an der Westseite des Berges hinaufzieht. Startpunkt der Tour ist lt. diversen Beschreibungen der Parkplatz beim letzten Haus im Tießenbachtal (Tießenbach 45). Ich wählte jedoch, da ich mit der Bahn anreiste, die Haltestelle Mühldorf-Scharnstein als Startpunkt. Von dort geht es entlang der Bahngleise auf einem Trampelpfand nach Süden bis zu einem kleinen Bahnübergang, welchen man überquert. Beim Haus mit der Hausnummer Wagau 11 überquert man die Alm über eine Holzbrücke. Anschließend folgt man der Nagelschmiedstraße bis diese in die Tießenbach Straße mündet. Der Tießenbach Straße folgend erreicht man nach rund 750 Metern das letzte Haus (Tießenbach 45), von diesem führt nach links ein Forstweg in den Wald hinauf. Diesem Forstweg folgt man bis zu einer Kreuzung an der sich eine Forststraße mit einem weiteren Weg, welcher steil hinauf in den Wald führt, kreuzt. Man biegt hier links ab und folgt dem Straßenverlauf. Nach ca. 0,5km steht man unmittelbar vor dem Einstieg in den Westgrat der Bräumauer. Nun ist der weitere Streckenverlauf mit roten Punkten markiert. Der Pfad im obigen Foto führt direkt vom Ende der Forststraße zum unteren Rand der Bräumauer. Von dort dauert der Aufstieg über den ausgesetzten schmalen Westgrad ca. 45 Minuten. Dieses Foto zeigt den schmalen Westgrat kurz nach dem Einstieg. Ab hier ist der Weg (bzw. eher Steigspuren) mit roten Punkten markiert. Etwa zwei Minuten später und einige Meter weiter oben wird es bereits deutlich steiler und schmäler, worauf das kleine rot-weiße Dreieck links im Bild hinweist: Ab dieser Stelle ist meiner Meinung nach Schwindelfreiheit von Vorteil. Des weiteren sollte man trittsicher sein! Rund sieben Minuten später fand ich einen sicheren Standplatz um kurz durchzuatmen und ein Foto vom schönen Panorama zu schießen: Der weitere Verlauf des Westgrats, der bekannte rote Punkt markiert wieder den Verlauf: Etwa vier Minuten später erreichte ich das Maisenfenster, ein etwa quadratisches Loch in der Felswand, welches einen Blick nach unten erlaubt: Etwa 7 Minuten (natürlich abhängig von der Gehgeschwindigkeit) oberhalb des Maisenfensters erreicht man die nächste Wegmarkierung. Hier wählte ich die Variante rechts am Baum vorbei, weil mir der Aufstieg über die linke Seite etwas zu riskant erschien: Etwa 10 Minuten später erreichte ich das noch junge kleine Kreuz, welches die höchste Stelle der Bräumauer markiert (808 Meter Seehöhe). Schräg hinter dem Kreuz hängt auf einem Baum eine gelbe Box mit einem Gipfelbuch, in welches ich mich natürlich mit Namen und Datum eintrug. Folgt man (nach einer Rast) dem Pfad rechts vom Kreuz gelangt man in einen Buchenwald. (der Felsblock würde sich durchaus zum bouldern eignen!). links der Felswand führt ein Pfad in den Wald hinauf bis man nach 5 Minuten Gehzeit vor diesem Wegweiser steht Folgt man dem Pfad B1 weiter in den Wald hinauf, gelangt man nach ca. 6 Minuten zu dieser Stelle: Den Baumstamm kann man rechts recht einfach übersteigen, hierzu findet man ein kleines „Trittbrett“ im Baumstamm vor. Etwa 3 Minuten Gehzeit später gibt ein Seil die Richtung vor… Ohne diesem wäre ich wohl am türkisen Punkt am Fels links vorbei aufgestiegen. Etwa fünf Minuten Gehzeit später hat man die Wahl beim Schlussanstieg zum Gipfel: Normalweg (rechts) oder der wesentlich schwierigere (weil sehr steil und ausgesetzt) Westgrad (links): Ich entschied mich schließlich für den Aufstieg über den Westgrad (diese Entscheidung bereute ich später an mehreren Stellen). Denn das letzte Stück vor dem Gipfel hat es wirklich in sich. Hier muss man nun wirklich klettern & Trittsicherheit ist auf dieser Variante des Aufstiegs wirklich von Nöten! Das Foto zeigt den Westgrad kurz nach dem Wegweiser… Nach etwa 14 Minuten und einer mittelmäßig anstrengenden kletterei später erreichte ich erschöft aber glücklich den Gipfel des Maisenkögerls! Natürlich durfte der obligatorische Eintrag in das Gipfelbuch nicht fehlen, ehe ich mich nach kurzer Rast inkl. Jause dem einfangen folgender Momente machte: Blick zurück Richtung Bräumauer: Blick Richtung Abstieg (Ostgrat): Blick hinunter auf Scharnstein: Der Gipfel vom Ostgrat aus gesehen: Der Abstieg erfolgt zunächst über den Ostgrat (weniger ausgesetzt und steil wie Westgrat). Anschließend kommt man an einer Gedenkstätte vorbei. Der Abstieg durch den Wald ist im Vergleich zum Aufstieg kinderleicht und erfolgt über einen Waldpfad. Unten befindet sich die Forststraße nach Hamberg/ Tießenbach . Ich wollte zurück nach Tießenbach, also hielt ich mich rechts . Vorbei an der Hütte „Waldesruh“. Rechts hinunter führt die Straße nach Tießenbach. Insgesamt dauert der Abstieg bis zum Ausgangspunkt (Tießenbach 45) rund 40 Minuten je nach Gehgeschwindigkeit. Fazit: Eine sehr schöne Tour, welche mit dem Aufstieg über die Bräumauer durchaus einige Schwierigkeiten bietet. Die 457 Höhenmeter schaffen geübte Wanderer in rund 3 Stunden (ohne Abstieg). Bei Schlechtwetter rate ich von einer Begehung über den Westgrat der Bräumauer ab! Nerd, Sportler, Fotograf, Blogger 08/05/2016 Bergtour , Fotografie Beitragsnavigation Vorheriger Beitrag Vorheriger Beitrag: Basis Peak – Fitnesstracker",neutral,Allgemein#Haupt:neutral,-1
Re: Marius Weber ICE 106 ist 10 min zu spät in FFM(Flugh). ICE 1643 müsste 5-8 min warten. Was macht die Bahn? Sie lässt ihn einfach fahren und schickt zig Fahrgäste 60 min. später nach Dresden. Danke Bahn,negative,Zugfahrt#Pünktlichkeit:negative Zugfahrt#Pünktlichkeit:negative,0
"Re: Mama & Papa = ICH ""Mel Sche Die vernünftigste Antwort die ich hier gelesen habe. Das sind wieder die Über Muttis, die sagen """"wie kannst du nur"""". Die müssen erstmal in so eine Lage kommen, wo das Kind trotzt, das jeden Tag, egal wo, Bus, Bahn, mitten in der Stadt, im Laden, auf der Straße, wenn es sich auf den Boden wirft und schreit. Dann will ich gerne mal sehen wie sie reagieren. Auf ein bockiges Kind einreden was danach noch wütender ist und noch mehr um sich herum strampelt?! In solch einem Moment hilft einfach nur dabei bleiben, nicht weggehen, aber nicht auf dad Kind eingehen sondern erst wenn es sich beruhigt hat, es auf den arm nehmen und de Situation erklären, was gerade falsch war oder so.""",neutral,Allgemein#Haupt:neutral,1
GDL und Bahn starten Schlichtung: Bahnstreik wird 19 Uhr http://t.co/VIVNwnjNVv,negative,Allgemein#Haupt:negative,0
Re: DW (Deutsch) Manchmal Menschenfeindlich und Fremdenfreundlich oder umgekehrt...Merkt man am besten wenn man morgens/abends mit dem Zug/U- Bahn faehrt und versucht mit denen ins Gespraech zu kommen...Keine Antwort!,negative,Atmosphäre#Haupt:negative Atmosphäre#Haupt:negative Atmosphäre#Haupt:negative,1
"Hamburg Cruise Days 2015: Die Kreuzfahrtwelt erneut zu Gast in Hamburg Auch 2015 dreht sich vom 11. bis 13. September in Hamburg wieder alles um das Thema Kreuzfahrt. Die Hamburg Cruise Days machen den Hafen drei Tage lang zum absoluten Kreuzfahrt-HotSpot in Europa. Vis à vis mit 7 der großen Ozeanliner der Welt wird entlang der Elbe auf rund vier Kilometern das Erlebnis Kreuzfahrt inszeniert und gefeiert. Nach dem Turnuswechsel aus 2014 verheißen die Hamburg Cruise Days auch in diesem Jahr in zweijährlichem Rhythmus das gewohnt hochattraktive Programm. Highlights sind die große Schiffsparade, das imposante Feuerwerk und das beeindruckenden Lichtprojekt „Blue Port“ Hamburg. Mit bisher 158 geplanten Anläufen in 2015 und einem zu erwartenden Passagiervolumen von 525.000 Schiffsgästen ist Hamburg einer der Kreuzfahrt-HotSpots Europas. Ein drittes neues Passagierterminal wurde im Juni am Kronprinzkai mitten im Freihafen eingeweiht und bietet noch mehr Effektivität für die wachsende Passagierzahl. Die Begeisterung der Hamburger für die großen Ozeanliner und der Touristen, die im Zuge einer Kreuzfahrt die Stadt erleben, ist ungebrochen. Die einzigartige Lage der Elbmetropole direkt am Wasser und der imposante Hamburger Hafen machen die Stadt zu einem der beliebtesten Anlaufziele der Reedereien in Europa aber auch im weiteren internationalen Raum. 2008 wurden daher die Hamburg Cruise Days gegründet, um das Phänomen Kreuzfahrt und die enorme Begeisterung rund um die eleganten Ozeanliner gebührend zu feiern und in Szene zu setzen. In 2015 geht es vom 11. bis 13. September mit einem beeindruckenden Programm entlang der Elbe ins mittlerweile 5.Jahr der Cruise Days. Cruise Days Hamburg 2015 Hamburg Cruise Days: Die Schiffe 2015 Keine Hamburg Cruise Days ohne Ozeanriesen. Die Hauptakteure auf dem Wasser sind in diesem Jahr 7 Kreuzfahrtschiffe, die im Hafen ankern werden: die AIDAbella (AIDA Cruises), die Amadea (Phoenix Reisen), die Costa neoRomantica (Costa Kreuzfahrten), die MS Europa (Hapag-Lloyd Kreuzfahrten), die Mein Schiff 4 (TUI Cruises), die MSC Splendida (MSC Kreuzfahrten) und die Queen herslef – die Queen Mary 2 (Cunard Line). Kür auf dem Wasser Einer der Höhepunkte des beeindruckenden Programms auf der Elbe ist die große Hamburg Cruise-Days-Parade am Samstag mit imposantem Feuerwerk. Mehrere Kreuzfahrtschiffe laufen nacheinander in Richtung Meer aus. Viele kleinere Boote und Barkassen begleiten das Auslaufen der großen Schiffe und bieten den Besuchern an Bord aber auch den „Sehleuten“ an Land unvergessliche Panoramen. Als Medienpartner überträgt der NDR das Spektakel live in einer eigenen Sondersendung zu den Hamburg Cruise Days. Genaue Zeiten und weitere Informationen zum Programm können unter www.hamburgcruisedays.de abgerufen werden. Einzigartiges Lichtprojekt Blue Port Hamburg Das Projekt Blue Port Hamburg von Lichtkünstler Michael Batz wird auch 2015 wieder das Highlight im wahrsten Sinne des Wortes. Das Projekt taucht den nächtlichen Hafen und Hamburgs schönste Sehenswürdigkeiten wie den Michel, die Köhlbrandbrücke, das Hanseatic Trade Center, die Schiffswerft Blohm & Voss oder die Elbphilharmonie in blaues Licht und sendet unvergleichliche Bilder um die Welt. Das offizielle „Light Up“ wird bereits am 4. September starten. Täglich ab Einbruch der Dunkelheit erstrahlen dann der Hafen und die vor Anker liegenden Kreuzfahrtschiffe in blauem Licht. Vielfältiges Landprogramm Auch in diesem Jahr wird die Thematik Kreuzfahrt auf die Erlebnisstrecke entlang der Elbe übertragen an Land erlebbar gemacht. Die rund vier Kilometer lange Veranstaltungsfläche erstreckt sich entlang der Hafenkante von der HafenCity Hamburg bis nach Altona. 15 verschiedene Themeninseln mit musikalischem Bühnenprogramm, hochwertiger Gastronomie, Sport- und Wellnessangeboten, maritimen Shoppingmöglichkeiten und Veranstaltungsflächen der Reedereien bieten alles rund um das Thema Kreuzfahrt. Herz der Veranstaltung wird das „Cruise Village“ in der HafenCity sein. Weitere Informationen zu den Hamburg Cruise Days im Netz unter hamburgcruisedays.de. „Hamburg welcomes you on Board“ 2015 bündelt die Hansestadt erstmals schon ab 4. September bis 13. September vier große Kreuzfaht-Events und heißt unter dem Motto „Hamburg welcomes you on board“ zehn Tage lang sowohl das breite Publikum als auch die Fachleute der Branche willkommen. Die Highlights neben den Cruise Days sind: Die Seatrade Europe (9.-11.9.) – Europas Leitmesse der Kreuzfahrtindustrie, der Fachkongress fvw CruiseLive (11.9.) und zwei Fachevents des weltweit größten Kreuzfahrtverbands Clia (8./9.9.). Ein buntes Rahmenprogramm zahlreicher Kooperationspartner aus Handel, Gastronomie, Hotellerie und Hafenwirtschaft rundet das Angebot für die Besucher am Hafen und in der Hamburger City ab. Live dabei und direkt auf dem Wasser Die Hamburg Tourismus GmbH und die Vermarktungspartner setzen nicht nur mit den Hamburg Cruise Days einzigartige und reichweitenstarke Anreize, um die Hansestadt zu erleben. Als touristischer Vermarkter der Stadt bietet die Hamburg Tourismus GmbH attraktive Reisepauschalen und Angebote, um die Elbmetropole und speziell den Hafen während der Hamburg Cruise Days zu erleben. Ab 319.‐ Euro pro Person im Doppelzimmer geht es direkt mitten ins Spektakel der Hamburg Cruise Days und an Bord des Fahrgastschiffes Commodore. Bei der Feuerwerksfahrt zur Großen Hamburg Cruise Days‐Parade beeindruckt die spektakuläre Aussicht auf das traditionelle Feuerwerk vom Deck aus. Die Reisepauschale beinhaltet 2 Übernachtungen im ausgewählten Hotel inkl. Frühstück (Zusatznächte buchbar), eine dreistündige Feuerwerksfahrt zur Großen Hamburg Cruise Days‐Parade, ein Reiseführer über Hamburg (pro Zimmer) sowie die Hamburg Card (3 Tage) – das Entdeckerticket für freie Fahrt mit Bus und Bahn und vergünstigte Konditionen bei über 150 Partnern. Buchbar online unter www.hamburg-tourismus.de/paket_cruisedays oder telefonisch via + 49 (0)40/300 51 720. Foto / Quelle: marketing.hamburg.de, Screenshot Hamburg Cruise Days, hamburg-tourism.de",neutral,Allgemein#Haupt:neutral,1
Partystimmung Schritt 3: Wein exen und zur Bahn walken.,neutral,Allgemein#Haupt:neutral,0
"der-postillon.com Streik der Streikschlichter zerstört Hoffnung auf Einigung im Bahnstreik Das ist bitter! Ausgerechnet jetzt, da eine Einigung im Tarifkonflikt zwischen Bahn und GDL zum Greifen nah schien, hat heute auch die Gewerkschaft der Streikschlichter eine vollständige Arbeitsniederlegung angekündigt. Eine endgültige Schlichtung des Konflikts unter Vermittlung von Matthias Platzec…",negative,Allgemein#Haupt:negative Allgemein#Haupt:negative Allgemein#Haupt:negative,-1
@ingwerbaer1 die Bahn bleibt sich treu... :/ @DB_Info,neutral,Allgemein#Haupt:neutral,1
"S1, S2, S3 und S6/60 - Weichenstörung zwischen #Stuttgart #Hauptbahnhof tief und Bad #Cannstatt ist behoben @DB_Bahn https://t.co/2VoG3dYzSE",positive,Sonstige_Unregelmässigkeiten#Haupt:positive,1
"Menschen die völlig in sich gekehrt, eine Bierflasche fest umschlungen in der Bahn sitzen, machen mir eindeutig Angst...",negative,Atmosphäre#Haupt:negative,-1
"Re: Neue Westfälische In meinem Unternehmen arbeiten über 12000 Personen, die Bahn hätte ich in zehn Minuten umgekrempelt!!!! Und für 27 Euro fahre ich mit meinem Mercedes mit fünf Mann bis nach München!!!",neutral,Allgemein#Haupt:neutral,1
"@DB_Bahn Was heisst ""dennoch""? Sie haben mir eine Fahrkarte bis DUS verkauft, wo ich auch hin will. 1/2",neutral,Allgemein#Haupt:neutral,0
Der IC 2071 hält nicht in Berlin Hbf?? @DB_Bahn,neutral,Allgemein#Haupt:neutral,0
"Ich weiß, dass es dumm ist die ausgedruckte Hausarbeit in der Bahn nochmal durchzulesen, weil ich Fehler finden werde. Ich mach’s trotzdem.",neutral,Allgemein#Haupt:neutral,-1
Re: NonstopNews Standort Rostock - Der Nachrichtendienst fürs Fernsehen Lade dir die dB app da bekommst du alle Verbindungen auch zwischen sbahn und Straßenbahn :),neutral,DB_App_und_Website#Informationen_DB_App_und_Website:neutral,0
"RT @Chimaniii: Liebe deutsche Bahn. Ich hasse dich, deine Verspätung und deine Unzuverlässigkeit. Grüße!",negative,Allgemein#Haupt:negative Zugfahrt#Pünktlichkeit:negative Allgemein#Haupt:negative,1
"Schaffner will ICE nicht zum Umstieg vormerken, da wir ""das eh nicht schaffen"", dass ""wäre nicht wirtschaftlich"" - Bester Service! @DB_Bahn",negative,Service_und_Kundenbetreuung#Zugbetreuung:negative Allgemein#Haupt:negative Allgemein#Haupt:negative,1
"@DB_Bahn @KuttnerSarah manche auch durch Kinder... Aber mal was anderes: Fahrräder kosten in einigen Bundesländern, Kinderwagen nicht. Fair?",neutral,Allgemein#Haupt:neutral,1
"Einigung im Bahn-Tarifkonflikt vereinbarten zudem, bis Ende 2017 eine Million Überstunden bei den Lokführern und 300 000 Überstunden bei den Zugbegleitern abzubauen. Die Bahn will dafür 300 Lokführer und 100 Zugbegleiter zusätzlich einstellen. Die Tarifverträge mit der GDL über die",positive,Allgemein#Haupt:positive,-1
Re: Deutsche Bahn Personenverkehr Hallo lieber Bahn! Wo steht die BahnCard Nummer bei einer vorläufigen BahnCard die ich bei euch im Shop erworben habe? Der Ticketautomat fragt genau nach dieser Nummer.,neutral,Allgemein#Haupt:neutral,1
"36-Jähriger in Berliner S-Bahn attackiert und schwer verletzt Berlin (dpa) - Ein 36-Jähriger ist in der Berliner S-Bahn attackiert und schwer verletzt worden. Er war ist in der Nacht von vier Unbekannten in einem Zug zwischen den Bahnhöfen Ostbahnhof und Alexanderplatz angegriffen worden, wie es von der Polizei",negative,Atmosphäre#Haupt:neutral Sicherheit#Haupt:negative Sicherheit#Haupt:negative Atmosphäre#Haupt:neutral Sicherheit#Haupt:negative Sicherheit#Haupt:negative Atmosphäre#Haupt:neutral Sicherheit#Haupt:negative,-1
"Ich befine mich im Praxissemester und pendel dafür mit der Bahn von Stuttgart nach Mannheim. Kann ich die Fahrtkosten von der Steuer absetzen und wenn ja, wie? Das klingt ja schon einmal nicht schlecht. Mach ich dann eine Steuererklärung am Ende des Jahres oder am Ende von meinem Praktikum? gutefrage.net-Tag: Bahn gutefrage.net-Tag: Praktikum gutefrage.net-Tag: Praxissemester gutefrage.net-Tag: Steuern gutefrage.net-Tag: Studium",neutral,Allgemein#Haupt:neutral,1
"Re: RTL Explosiv Nein und nochmals Nein , die Leute die mit der Bahn Fahren zahlen keinen Cent an den Flüchtlingen Genauso wenig wie diejenigen mit E-Autos. Auch Fahradfahrer sind von der Beteiligung ausgeschlossen. Entweder alle oder keiner.",neutral,Allgemein#Haupt:neutral,-1
